incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,address,incident_type,subcategory,severity,reportable,carer_id,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome,notification_time_frame
INC0072,P066,2619533257,1989-07-15,2025-08-06,07:17,2025-08-06,Participant's residence - Kitchen,"7867 Mark Mission, Chatswood, NSW 2067",Medical Incident (Non-Injury),Sudden illness onset,Medium,True,C5456,Participant's blood sugar level dropped significantly.,Ambulance called and allergy triggers removed.,Formal report to NDIS Commission if reportable.,Communication breakdown with medical team,Christopher Taylor,Minor burns,Medium,False,False,,,5 business days
INC0073,P073,3623339179,1970-05-11,2025-02-13,07:59,2025-02-13,Healthcare Facility (Hospital/Clinic),"30676 Hernandez Track, Parramatta, NSW 2150",Service Complaint,Delays,Low,False,C7358,Services were not delivered as outlined in the support plan.,Assessment of the impact of the complaint on the participant.,Staff training on person-centred care and communication.,Unprofessional communication,Shelby Torres,,,False,False,,,7 days
INC0074,P097,2798248518,1985-01-09,2025-06-20,14:09,2025-06-21,Office/Administrative Area,"437 Diana Bridge Suite 417, Sydney, NSW 2000",Service Complaint,Staff rudeness,Low,False,C1199,Feedback received about inadequate communication from staff.,Guardian/family contacted for more information.,Formal response provided to the complainant.,Inadequate training on specific care needs,Maxwell Cooper,Minor cuts,Low,False,False,,,7 days
INC0075,P019,2637950167,1991-09-03,2025-08-13,04:58,2025-08-18,Participant's residence - Outdoor area,"53210 Karen Roads, Bondi, NSW 2026",Financial Misconduct / Error,Misuse of funds,Medium,True,C6027,Staff member used participant's funds for personal items.,Internal investigation commenced.,Formal report submitted to the NDIS Commission.,Unfamiliarity with invoicing system,Terry Martinez,,,False,False,,,5 business days
INC0076,P006,5286448720,1981-08-11,2025-08-03,12:06,2025-08-07,Participant's residence - Kitchen,"9400 Edward Union, Sydney, NSW 2000",Self-Harm / Suicide,Threats to self,Critical,True,C1693,Participant expressed suicidal thoughts during a support conversation.,Review of participant's risk assessment and safety plan.,Increased monitoring and supervision plan implemented.,Lack of 1:1 supervision as per care plan,Summer Chang,,,False,False,,,24 hours
INC0077,P050,2405626335,1985-10-09,2024-09-09,17:29,2024-09-09,Participant's residence - Bedroom,"8440 Monique Course, Sydney, NSW 2000",Death,Hospital-related,Critical,True,C9551,Paramedics confirmed death on arrival after a sudden collapse.,Family and GP notified; room secured pending formal procedures.,Documentation completed for all external agencies.,Failure to identify early warning signs,Jordan Parrish,Multiple fractures,Critical,True,False,,,24 hours
INC0078,P043,4543481446,2006-03-26,2024-11-05,18:27,2024-11-05,Supported Independent Living (SIL) Home,"00335 Thomas Squares Suite 460, Parramatta, NSW 2150",Environmental Hazard,Electrical hazard,Medium,True,C2769,Building structure damage observed.,Internal incident report commenced.,Staff training on identifying and reporting hazards.,No signage on wet floor,Jonathan Mcintosh,Minor burns,Medium,False,False,,,5 business days
INC0079,P028,2163110673,2002-10-18,2024-11-14,14:22,2024-11-14,Participant's residence - Dining area,"47927 Keith Prairie, Liverpool, NSW 2170",Self-Harm / Suicide,Suicide attempts,Critical,True,C8484,Incident involving ligature use.,First aid administered. Guardian and psychologist contacted.,Staff training on recognising warning signs of self-harm and suicide risk.,Recent family conflict,Caitlyn Green,,,False,False,,,24 hours
INC0080,P085,6835789389,1973-03-31,2025-06-17,20:34,2025-06-18,On the street,"3788 Hodge Bridge, Wollongong, NSW 2500",Transport Incident,Vehicle crash,High,True,C7903,Participant's safety restraint was not properly secured.,Emergency services contacted if required.,Vehicle inspected and repaired; backup protocols added.,Staff fatigue or rushing,Kathy Garcia,Concussion,High,True,True,Monitoring,Ongoing treatment,24 hours
INC0081,P032,2098196737,1971-06-03,2025-04-07,14:00,2025-04-08,Participant's residence - Communal area,"6160 Smith Isle, Blacktown, NSW 2148",Near Miss,Door not secured,Low,False,C4086,"Exit door was found ajar, but participant did not leave.",Clinical lead informed and potential error logged.,Regular safety walk-throughs conducted.,Trip hazard not removed,Erin Smith,,,False,False,,,7 days
INC0082,P027,3005974357,1978-10-23,2025-06-08,12:55,2025-06-09,Participant's residence - Communal area,"57441 Lawrence Roads, Newcastle, NSW 2300",Verbal Abuse / Argument,Threatening language,Low,False,C4393,Participant became verbally abusive when asked to follow instructions.,Verbal redirection and positive behaviour cues applied.,Policies and procedures on managing verbal aggression reviewed.,Miscommunication about schedule,Mia Rogers,Minor cuts,Low,True,True,Specialist Referral,Full recovery,7 days
INC0083,P072,4720679233,1971-05-19,2025-03-09,03:55,2025-03-10,Shopping car park,"1987 Maria Corners, Wollongong, NSW 2500",Transport Incident,Vehicle crash,High,True,C9509,"Vehicle was not properly maintained, leading to a breakdown.",Emergency services contacted if required.,Driver credentials verified and retraining issued.,Staff fatigue or rushing,Jenna Hunter,,,False,False,,,24 hours
INC0084,P050,2405626335,1985-10-09,2025-05-12,17:21,2025-05-12,Therapy Room,"982 Brittany Estate, Blacktown, NSW 2148",Behavioural Incident,Disruption,Medium,True,C3964,Incident involving spitting at staff.,De-escalation strategies implemented.,Staff team debriefed with clinical support.,Inconsistent application of behaviour support plan,Rodney Dickerson,Minor burns,Medium,False,False,,,5 business days
INC0085,P048,2420994284,1973-09-05,2025-02-19,21:26,2025-02-19,Participant's residence - Staff office,"21019 Cassandra Centers, Bondi, NSW 2026",Death,Palliative cases,Critical,True,C1053,Death occurred in hospice care as planned.,Police contacted as per protocol for unexplained death.,Formal NDIS report submitted.,Complications from existing illness,Samantha Myers,Internal bleeding,Critical,False,False,,,24 hours
INC0086,P035,5523828723,1976-03-07,2024-11-27,13:38,2024-11-27,Participant's residence - Hallway,"74286 Candace Shores, Wollongong, NSW 2500",Near Miss,Medication nearly administered incorrectly,Low,False,C2617,Participant almost accessed an unsupervised area with known risks.,Guardian/family notified if there was a potential risk.,Regular safety walk-throughs conducted.,Communication errors,Matthew King,,,False,False,,,7 days
INC0087,P100,6710138176,1968-03-07,2025-03-29,17:58,2025-03-29,Participant's residence - Activity room,"7833 Sanchez Street Apt. 932, Blacktown, NSW 2148",Financial Misconduct / Error,Unauthorised transactions,Medium,True,C8016,Receipts for purchases did not match the participant's plan.,Risk assessment completed.,Staff training on financial management procedures and ethics.,Inadequate segregation of duties,Robert Bell,Lacerations,Medium,False,False,,,5 business days
INC0088,P029,3200395420,1999-07-28,2024-10-20,16:57,2024-10-27,Respite Care Facility,"3866 Brendan Rapids, Chatswood, NSW 2067",Medical Incident (Non-Injury),Overheating,Medium,True,C1581,Participant became suddenly unwell with flu-like symptoms.,Vital signs checked and recorded.,Formal report to NDIS Commission if reportable.,Monitoring equipment malfunction,Victoria Alvarez,,,False,False,,,5 business days
INC0089,P002,3080635547,1994-06-09,2025-02-28,04:07,2025-03-01,Supported Independent Living (SIL) Home,"438 Stuart Forks Suite 575, Newcastle, NSW 2300",Equipment Failure,Wheelchair breakdown,Medium,True,C3467,Participant’s wheelchair locking mechanism jammed unexpectedly.,Guardian/family notified if participant safety was compromised.,Replacement or repair of faulty equipment arranged.,"Environmental factors (e.g., moisture impacting electronics)",Randall Johnson,,,False,False,,,5 business days
INC0090,P002,3080635547,1994-06-09,2025-05-15,04:44,2025-05-16,Day Program Center,"559 Lisa Glens Suite 320, Sydney, NSW 2000",Neglect (Expanded),Lack of supervision,High,True,C6508,Scheduled medical appointment was missed without explanation.,Personal care needs addressed immediately.,Training on hydration and nutrition monitoring provided.,Environmental factors hindering care delivery,Lauren Austin,Internal bleeding,High,True,True,Therapy,Full recovery,24 hours
INC0091,P005,3061624012,2006-11-16,2025-04-10,19:37,2025-04-17,Participant's residence - Kitchen,"78266 Dennis Prairie Apt. 583, Parramatta, NSW 2150",Service Complaint,Staff rudeness,Low,False,C4537,Participant expressed dissatisfaction with the quality of support provided.,Complaint acknowledged and investigated internally.,Review of the participant's support plan.,Understaffing led to reduced engagement,Ian Baker,,,False,False,,,7 days
INC0092,P025,4031379047,1998-06-09,2024-10-25,13:20,2024-10-26,Community center,"50406 Sanchez Green, Blacktown, NSW 2148",Transport Incident,Unsafe driver behavior,High,True,C2447,Near miss incident involving the transport vehicle.,Incident documented with support agency and transport authority.,Communication plan for transport disruptions reinforced.,External traffic conditions,Madison Anderson,,,False,False,,,24 hours
INC0093,P019,2637950167,1991-09-03,2024-12-09,01:47,2024-12-09,Participant's residence - Kitchen,"1085 Jeffrey Trace Apt. 204, Penrith, NSW 2750",Service Complaint,Staff rudeness,Low,False,C9577,Complaint about staff being unprofessional or rude.,NDIS Commission notified if reportable.,Review of the participant's support plan.,Communication breakdown between staff and management,Nicholas Daniel,,,False,False,,,7 days
INC0094,P091,6768207783,1986-12-12,2025-08-26,21:13,2025-08-27,Participant's residence - Dining area,"33106 Joshua Square, Liverpool, NSW 2170",Service Complaint,Inaccessible services,Low,False,C2768,Services were not delivered as outlined in the support plan.,NDIS Commission notified if reportable.,Formal response provided to the complainant.,Unprofessional communication,Laurie Williams,,,False,False,,,7 days
INC0095,P073,3623339179,1970-05-11,2025-07-29,11:59,2025-07-29,Healthcare Facility (Hospital/Clinic),"0393 Rachel Station, Parramatta, NSW 2150",Self-Harm / Suicide,Cutting,Critical,True,C3576,Participant deliberately ingested a harmful substance.,First aid administered. Guardian and psychologist contacted.,Increased monitoring and supervision plan implemented.,Medication side effects not reviewed,Michael Hayes,Multiple fractures,Critical,True,True,None,Ongoing treatment,24 hours
INC0096,P096,4151234763,1980-02-07,2025-08-13,20:10,2025-08-13,Participant's residence - Bedroom,"41646 Walsh Village, Blacktown, NSW 2148",Death,Unexpected,Critical,True,C3449,Death occurred peacefully in their room with family present.,Family and GP notified; room secured pending formal procedures.,Policies and procedures regarding death in service reviewed.,Natural causes,Mrs. Alyssa Knight,,,False,False,,,24 hours
INC0097,P072,4720679233,1971-05-19,2024-11-25,12:42,2024-11-26,Office/Administrative Area,"192 Valencia Spring, Bondi, NSW 2026",Verbal Abuse / Argument,Threatening language,Low,False,C3034,Argument between staff members occurred in front of participants.,Internal incident report commenced.,Policies and procedures on managing verbal aggression reviewed.,Staff not recognizing early signs of escalation,Raymond Torres,Bruising,Low,True,True,Monitoring,Permanent impairment,7 days
INC0098,P049,4703268723,1980-03-18,2024-11-14,08:51,2024-11-14,Healthcare Facility (Hospital/Clinic),"72329 Wilson Cove, Bondi, NSW 2026",Equipment Failure,Bed rail collapse,Medium,True,C1731,Participant's adaptive equipment broke.,Incident logged with supplier.,Replacement or repair of faulty equipment arranged.,Lack of staff training on specific equipment,Douglas Mcgee,,,False,False,,,5 business days
INC0099,P014,5057888147,1990-07-04,2025-01-21,15:47,2025-01-21,Office/Administrative Area,"787 Christine Summit, Bondi, NSW 2026",Death,Palliative cases,Critical,True,C4169,Participant passed away unexpectedly at home during the night.,Participant's personal belongings secured.,Follow-up support arranged for affected participants.,Failure to identify early warning signs,Michelle Rodriguez,,,False,False,,,24 hours
INC0100,P034,1425474793,2002-10-26,2024-09-22,10:24,2024-09-23,Participant's residence - Bathroom,"86066 Heather Plains Apt. 367, Chatswood, NSW 2067",Self-Harm / Suicide,Threats to self,Critical,True,C3302,Incident involving ligature use.,First aid administered. Guardian and psychologist contacted.,Staff training on recognising warning signs of self-harm and suicide risk.,Lack of access to appropriate support,Mary Evans,,,False,False,,,24 hours
INC0101,P098,4734910788,1974-04-09,2025-03-02,02:18,2025-03-02,Participant's residence - Staff office,"30601 Steve Plain, Blacktown, NSW 2148",Self-Harm / Suicide,Suicide attempts,Critical,True,C3246,Participant made verbal threats to end their life.,Participant placed on 1:1 support for the evening. Mental health team alerted.,Safety audit of participant’s environment completed.,Previous history of self-harm,Melissa Rodriguez,,,False,False,,,24 hours
