incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,incident_type,subcategory,severity,reportable,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome
71,425,338094445,2008-02-20,2024-04-02,12:49,,"978 King St, Newtown NSW 2276",Assault (Unlawful Contact),"Physical assault (hitting, kicking)",Minor,Non-Reportable,"An incident of type Assault (Unlawful Contact) (Physical assault (hitting, kicking)) occurred. A Assault (Unlawful Contact) incident occurred. This occurred in a community setting.",Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,166,,,False,False,,
72,466,707197799,1954-06-07,2024-04-03,00:02,,"780 Church St, Bondi NSW 2015",Abuse or Neglect,Neglect of care,Minor,Non-Reportable,An incident of type Abuse or Neglect (Neglect of care) occurred. A Abuse or Neglect incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,54,,,False,False,,
73,579,822423385,2016-02-23,2024-04-04,12:01,,Care Home 1,Service Complaint,Staff rudeness,Minor,Non-Reportable,An incident of type Service Complaint (Staff rudeness) occurred. A Service Complaint incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,70,,,False,False,,
74,219,955594651,1959-10-29,2024-04-04,13:44,2024-04-05,"941 Pitt St, Parramatta NSW 2857",Equipment Failure,Bed rail collapse,Critical,Reportable,An incident of type Equipment Failure (Bed rail collapse) occurred. A Equipment Failure incident occurred. This occurred in a community setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,116,,,True,True,GP Visit,Recovered
75,150,467964796,2014-09-14,2024-04-04,13:54,,Care Home 8,Infectious Disease Exposure,Flu outbreaks,Major,Non-Reportable,An incident of type Infectious Disease Exposure (Flu outbreaks) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,56,,,True,True,GP Visit,Recovered
76,70,712867675,2016-09-14,2024-04-04,17:22,,Care Home 17,Equipment Failure,Wheelchair breakdown,Major,Non-Reportable,An incident of type Equipment Failure (Wheelchair breakdown) occurred. A Equipment Failure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,32,,,True,True,Specialist Consultation,Recovered
77,77,410127156,2002-05-20,2024-04-04,21:01,,Care Home 16,Environmental Hazard,Flooding,Minor,Non-Reportable,An incident of type Environmental Hazard (Flooding) occurred. A Environmental Hazard incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,85,,,False,False,,
78,419,595122185,1964-08-12,2024-04-04,21:57,2024-04-05,"737 King St, Bondi NSW 2573",Self-Harm / Suicide,Cutting,Critical,Reportable,An incident of type Self-Harm / Suicide (Cutting) occurred. A Self-Harm / Suicide incident occurred. This occurred in a community setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,117,,,True,True,GP Visit,Recovered
79,303,413562750,2007-07-11,2024-04-05,09:04,,"478 Church St, Newtown NSW 2634",Serious Injury,Fractures,Major,Non-Reportable,An incident of type Serious Injury (Fractures) occurred. A Serious Injury incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,165,,,True,True,Hospital Visit,Recovered
80,121,954618484,1950-04-29,2024-04-05,22:01,,Care Home 1,Financial Misconduct / Error,Billing error,Major,Non-Reportable,An incident of type Financial Misconduct / Error (Billing error) occurred. A Financial Misconduct / Error incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,28,,,True,True,Specialist Consultation,Recovered
81,256,525329675,1991-10-02,2024-04-06,09:58,,Care Home 8,Abuse or Neglect,Sexual,Minor,Non-Reportable,An incident of type Abuse or Neglect (Sexual) occurred. A Abuse or Neglect incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,119,,,False,False,,
82,432,793935352,1960-05-14,2024-04-06,17:54,,Care Home 19,Service Complaint,Delays,Minor,Non-Reportable,An incident of type Service Complaint (Delays) occurred. A Service Complaint incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,159,,,False,False,,
83,251,686133616,1972-04-30,2024-04-06,19:42,,"650 Oxford St, Surry Hills NSW 2615",Environmental Hazard,Fire alarm,Minor,Non-Reportable,An incident of type Environmental Hazard (Fire alarm) occurred. A Environmental Hazard incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,50,,,False,False,,
84,143,755377889,1974-12-09,2024-04-06,22:11,,Care Home 24,Behavioural Incident,Aggression,Major,Non-Reportable,An incident of type Behavioural Incident (Aggression) occurred. A Behavioural Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,139,,,True,True,Hospital Visit,Stable
85,198,911970840,1959-04-13,2024-04-09,02:47,,Care Home 13,Restrictive Practices (Unauthorised),Mechanical restraint,Major,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Mechanical restraint) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,165,,,True,True,First Aid,Recovered
86,558,727807786,1992-03-04,2024-04-09,16:20,,Care Home 17,Medical Incident (Non-Injury),Allergic reaction,Minor,Non-Reportable,An incident of type Medical Incident (Non-Injury) (Allergic reaction) occurred. A Medical Incident (Non-Injury) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,66,,,False,False,,
87,150,467964796,2014-09-14,2024-04-10,04:54,,Care Home 8,Infectious Disease Exposure,Flu outbreaks,Minor,Non-Reportable,An incident of type Infectious Disease Exposure (Flu outbreaks) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,29,,,False,False,,
88,373,290088727,1993-03-12,2024-04-11,13:19,,"944 Queen St, Blacktown NSW 2069",Neglect (Expanded),Lack of supervision,Minor,Non-Reportable,An incident of type Neglect (Expanded) (Lack of supervision) occurred. A Neglect (Expanded) incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,26,,,False,False,,
89,47,931095165,1971-03-11,2024-04-11,23:00,2024-04-12,Care Home 10,Death,Sudden,Critical,Reportable,An incident of type Death (Sudden) occurred. A participant was found unresponsive and later confirmed deceased. Emergency services were contacted and family representatives were notified. The site followed established procedures and preserved privacy and dignity at all times. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,underlying health complexity; rapid clinical deterioration,141,,,True,True,Hospital Visit,Fatal
